COUNTRY,YEAR,MONTH,TEMP_MEAN,HEAT_DAYS
Greece,2013,7,29.585806451612903,0.0
Greece,2013,8,29.82838709677419,4.0
Greece,2013,9,27.749000000000002,3.0
Greece,2013,10,22.554516129032258,0.0
Greece,2013,11,19.32166666666666,10.0
Greece,2013,12,13.754193548387097,2.0
Greece,2014,1,14.828064516129032,9.0
Greece,2014,2,14.570357142857144,10.0
Greece,2014,3,15.584516129032258,3.0
Greece,2014,4,18.413666666666664,4.0
Greece,2014,5,22.52,3.0
Greece,2014,6,27.34666666666667,3.0
Greece,2014,7,29.886451612903222,0.0
Greece,2014,8,31.378709677419355,13.0
Greece,2014,9,27.13366666666666,3.0
Greece,2014,10,22.033870967741937,3.0
Greece,2014,11,17.834999999999997,3.0
Greece,2014,12,15.589032258064513,6.0
Greece,2015,1,12.868709677419353,4.0
Greece,2015,2,12.343571428571426,2.0
Greece,2015,3,14.069032258064516,0.0
Greece,2015,4,17.509,3.0
Greece,2015,5,23.151935483870968,0.0
Greece,2015,6,25.901333333333334,0.0
Greece,2015,7,29.759354838709672,5.0
Greece,2015,8,30.203225806451613,0.0
Greece,2015,9,28.046000000000006,6.0
Greece,2015,10,22.154516129032253,0.0
Greece,2015,11,19.882666666666662,8.0
Greece,2015,12,14.831935483870968,2.0
Greece,2016,1,13.689354838709678,15.0
Greece,2016,2,16.160689655172416,21.0
Greece,2016,3,15.636129032258061,2.0
Greece,2016,4,20.95533333333334,18.0
Greece,2016,5,22.86064516129032,4.0
Greece,2016,6,28.539333333333335,6.0
Greece,2016,7,30.115806451612894,0.0
Greece,2016,8,29.861612903225808,0.0
Greece,2016,9,26.601333333333336,0.0
Greece,2016,10,22.51612903225806,3.0
Greece,2016,11,18.386666666666667,8.0
Greece,2016,12,12.372580645161289,2.0
Greece,2017,1,11.033225806451616,0.0
Greece,2017,2,13.73857142857143,6.0
Greece,2017,3,16.226129032258065,7.0
Greece,2017,4,18.731999999999996,4.0
Greece,2017,5,23.307741935483868,2.0
Greece,2017,6,27.776333333333334,7.0
Greece,2017,7,30.441290322580652,8.0
Greece,2017,8,29.96838709677419,3.0
Greece,2017,9,27.91733333333333,11.0
Greece,2017,10,22.846451612903223,0.0
Greece,2017,11,18.059000000000005,0.0
Greece,2017,12,15.210967741935484,9.0
Greece,2018,1,13.691612903225804,2.0
Greece,2018,2,14.171785714285713,0.0
Greece,2018,3,16.584193548387102,0.0
Greece,2018,4,20.712666666666664,15.0
Greece,2018,5,24.147096774193546,0.0
Greece,2018,6,27.790666666666663,2.0
Greece,2018,7,30.72322580645161,5.0
Greece,2018,8,29.97193548387097,0.0
Greece,2018,9,27.346666666666668,6.0
Greece,2018,10,21.970967741935485,0.0
Greece,2018,11,18.470999999999997,3.0
Greece,2018,12,13.844193548387093,0.0
Greece,2019,1,12.158064516129034,0.0
Greece,2019,2,12.729642857142858,0.0
Greece,2019,3,15.623225806451611,2.0
Greece,2019,4,17.104666666666663,0.0
Greece,2019,5,21.94193548387097,2.0
Greece,2019,6,28.43366666666667,6.0
Greece,2019,7,30.050322580645165,4.0
Greece,2019,8,30.288387096774194,3.0
Greece,2019,9,27.45633333333333,0.0
Greece,2019,10,24.481612903225802,4.0
Greece,2019,11,20.802,14.0
Greece,2019,12,15.581290322580644,10.0
Greece,2020,1,12.51032258064516,2.0
Greece,2020,2,14.27586206896552,10.0
Greece,2020,3,15.555161290322582,2.0
Greece,2020,4,17.008666666666663,2.0
Greece,2020,5,22.863548387096774,5.0
Greece,2020,6,26.653666666666663,0.0
Greece,2020,7,29.73838709677419,0.0
Greece,2020,8,30.414193548387097,2.0
Greece,2020,9,28.076666666666668,6.0
Greece,2020,10,24.384838709677414,6.0
Greece,2020,11,18.21066666666667,0.0
Greece,2020,12,16.203548387096774,10.0
Greece,2021,1,14.367741935483867,12.0
Greece,2021,2,14.56571428571429,15.0
Greece,2021,3,14.665483870967742,0.0
Greece,2021,4,18.241666666666667,2.0
Greece,2021,5,-267.62,0.0
Romania,2000,1,-2.6867741935483864,0.0
Romania,2000,2,3.576206896551724,0.0
Romania,2000,3,7.450967741935482,3.0
Romania,2000,4,15.667000000000002,3.0
Romania,2000,5,20.839999999999996,2.0
Romania,2000,6,25.607333333333333,7.0
Romania,2000,7,29.353548387096772,12.0
Romania,2000,8,29.157096774193548,4.0
Romania,2000,9,21.708000000000006,0.0
Romania,2000,10,16.946774193548382,0.0
Romania,2000,11,14.675666666666665,11.0
Romania,2000,12,7.387096774193547,10.0
Romania,2001,1,4.013870967741934,5.0
Romania,2001,2,5.7821428571428575,4.0
Romania,2001,3,13.703870967741935,9.0
Romania,2001,4,13.37433333333333,0.0
Romania,2001,5,19.18612903225807,0.0
Romania,2001,6,22.687333333333324,2.0
Romania,2001,7,27.24903225806451,0.0
Romania,2001,8,28.71064516129032,6.0
Romania,2001,9,22.38466666666667,0.0
Romania,2001,10,19.00354838709677,6.0
Romania,2001,11,7.797666666666668,2.0
Romania,2001,12,-2.8977419354838725,0.0
Romania,2002,1,1.1325806451612903,3.0
Romania,2002,2,10.450714285714286,12.0
Romania,2002,3,11.12258064516129,6.0
Romania,2002,4,12.483333333333336,0.0
Romania,2002,5,20.48548387096774,2.0
Romania,2002,6,24.97066666666667,4.0
Romania,2002,7,27.127096774193546,2.0
Romania,2002,8,23.51193548387097,0.0
Romania,2002,9,19.573000000000004,0.0
Romania,2002,10,14.941290322580649,0.0
Romania,2002,11,11.091,4.0
Romania,2002,12,1.0735483870967741,0.0
Romania,2003,1,2.406129032258064,0.0
Romania,2003,2,-1.9925000000000008,0.0
Romania,2003,3,6.584193548387097,0.0
Romania,2003,4,10.780999999999999,2.0
Romania,2003,5,21.98096774193549,10.0
Romania,2003,6,25.480666666666668,2.0
Romania,2003,7,27.321935483870966,0.0
Romania,2003,8,29.21322580645161,6.0
Romania,2003,9,20.890666666666668,0.0
Romania,2003,10,14.605161290322581,4.0
Romania,2003,11,10.542666666666669,2.0
Romania,2003,12,3.1622580645161293,0.0
Romania,2004,1,0.17387096774193556,0.0
Romania,2004,2,4.385172413793104,5.0
Romania,2004,3,8.816129032258065,4.0
Romania,2004,4,14.844666666666667,0.0
Romania,2004,5,17.460645161290326,0.0
Romania,2004,6,22.56866666666667,0.0
Romania,2004,7,26.87258064516129,2.0
Romania,2004,8,26.355161290322574,2.0
Romania,2004,9,23.17866666666666,4.0
Romania,2004,10,18.31612903225807,0.0
Romania,2004,11,9.671,3.0
Romania,2004,12,4.8738709677419365,4.0
Romania,2005,1,2.386774193548387,0.0
Romania,2005,2,0.42321428571428565,0.0
Romania,2005,3,7.159032258064516,0.0
Romania,2005,4,14.113,2.0
Romania,2005,5,19.139032258064514,0.0
Romania,2005,6,21.612666666666666,0.0
Romania,2005,7,25.224838709677424,0.0
Romania,2005,8,23.971935483870972,0.0
Romania,2005,9,20.108999999999998,0.0
Romania,2005,10,14.179032258064515,0.0
Romania,2005,11,8.046999999999999,0.0
Romania,2005,12,3.0993548387096777,2.0
Romania,2006,1,-0.5770967741935487,0.0
Romania,2006,2,2.976428571428572,2.0
Romania,2006,3,7.848709677419354,2.0
Romania,2006,4,14.328666666666667,0.0
Romania,2006,5,18.710967741935484,2.0
Romania,2006,6,21.668000000000003,3.0
Romania,2006,7,25.145161290322584,0.0
Romania,2006,8,26.84903225806452,4.0
Romania,2006,9,21.82533333333333,0.0
Romania,2006,10,17.333548387096773,5.0
Romania,2006,11,9.853666666666667,0.0
Romania,2006,12,5.649999999999999,8.0
Romania,2007,1,7.201612903225807,12.0
Romania,2007,2,6.591071428571429,3.0
Romania,2007,3,10.510322580645164,0.0
Romania,2007,4,15.875333333333334,0.0
Romania,2007,5,21.183225806451613,7.0
Romania,2007,6,25.422666666666665,7.0
Romania,2007,7,30.89258064516128,13.0
Romania,2007,8,27.417741935483864,6.0
Romania,2007,9,20.259000000000004,0.0
Romania,2007,10,15.414193548387095,0.0
Romania,2007,11,6.351000000000002,0.0
Romania,2007,12,2.1700000000000004,0.0
Romania,2008,1,2.297096774193548,0.0
Romania,2008,2,5.50241379310345,3.0
Romania,2008,3,10.507741935483873,0.0
Romania,2008,4,14.326000000000002,2.0
Romania,2008,5,19.231290322580644,6.0
Romania,2008,6,24.139666666666667,4.0
Romania,2008,7,26.891290322580645,0.0
Romania,2008,8,29.26161290322581,5.0
Romania,2008,9,21.180666666666664,7.0
Romania,2008,10,17.442258064516132,0.0
Romania,2008,11,10.903999999999998,6.0
Romania,2008,12,4.282258064516129,6.0
Romania,2009,1,2.0599999999999996,0.0
Romania,2009,2,2.510714285714284,2.0
Romania,2009,3,6.719354838709679,2.0
Romania,2009,4,14.88166666666667,0.0
Romania,2009,5,20.05645161290322,2.0
Romania,2009,6,24.110333333333337,3.0
Romania,2009,7,25.97838709677419,2.0
Romania,2009,8,26.286451612903228,0.0
Romania,2009,9,21.439,3.0
Romania,2009,10,15.975483870967741,4.0
Romania,2009,11,12.589666666666668,6.0
Romania,2009,12,5.553225806451614,2.0
Romania,2010,1,1.9448387096774196,4.0
Romania,2010,2,4.057857142857143,2.0
Romania,2010,3,8.006129032258064,6.0
Romania,2010,4,13.475999999999999,0.0
Romania,2010,5,19.37645161290323,0.0
Romania,2010,6,22.675000000000004,5.0
Romania,2010,7,25.105806451612903,0.0
Romania,2010,8,29.164193548387093,4.0
Romania,2010,9,22.379000000000005,2.0
Romania,2010,10,12.771935483870967,0.0
Romania,2010,11,14.611000000000002,12.0
Romania,2010,12,4.233870967741935,9.0
Romania,2011,1,3.1880645161290317,2.0
Romania,2011,2,4.127857142857144,0.0
Romania,2011,3,8.11,2.0
Romania,2011,4,12.670666666666667,0.0
Romania,2011,5,18.402580645161287,0.0
Romania,2011,6,23.473000000000003,2.0
Romania,2011,7,27.843548387096774,4.0
Romania,2011,8,28.303870967741926,2.0
Romania,2011,9,26.405333333333335,7.0
Romania,2011,10,14.613870967741939,4.0
Romania,2011,11,8.600666666666665,0.0
Romania,2011,12,5.305161290322581,6.0
Romania,2012,1,-1.3909677419354838,0.0
Romania,2012,2,-2.68,0.0
Romania,2012,3,9.389999999999999,2.0
Romania,2012,4,14.95433333333333,3.0
Romania,2012,5,18.383870967741938,0.0
Romania,2012,6,26.168,4.0
Romania,2012,7,31.449354838709674,12.0
Romania,2012,8,29.82838709677419,10.0
Romania,2012,9,26.008333333333333,10.0
Romania,2012,10,20.157741935483866,4.0
Romania,2012,11,12.25366666666667,4.0
Romania,2012,12,1.9890322580645163,0.0
Romania,2013,1,2.8577419354838707,2.0
Romania,2013,2,5.077500000000001,0.0
Romania,2013,3,8.946451612903225,0.0
Romania,2013,4,15.424666666666665,7.0
Romania,2013,5,21.968387096774194,7.0
Romania,2013,6,23.463,6.0
Romania,2013,7,25.537096774193543,2.0
Romania,2013,8,28.970322580645163,2.0
Romania,2013,9,22.42466666666666,0.0
Romania,2013,10,18.649354838709673,2.0
Romania,2013,11,12.28533333333333,9.0
Romania,2013,12,4.81741935483871,2.0
Romania,2014,1,7.273548387096774,16.0
Romania,2014,2,9.955714285714285,11.0
Romania,2014,3,12.296774193548389,8.0
Romania,2014,4,14.528666666666668,0.0
Romania,2014,5,17.55999999999999,0.0
Romania,2014,6,21.543333333333337,0.0
Romania,2014,7,25.118387096774192,0.0
Romania,2014,8,26.139677419354843,0.0
Romania,2014,9,19.886,0.0
Romania,2014,10,14.486129032258061,0.0
Romania,2014,11,9.752666666666666,0.0
Romania,2014,12,3.9561290322580644,2.0
Romania,2015,1,2.505483870967742,3.0
Romania,2015,2,3.594285714285714,0.0
Romania,2015,3,6.028709677419356,0.0
Romania,2015,4,11.984666666666667,0.0
Romania,2015,5,19.853548387096772,0.0
Romania,2015,6,21.48166666666667,0.0
Romania,2015,7,28.81483870967742,4.0
Romania,2015,8,28.44935483870967,0.0
Romania,2015,9,24.749000000000002,11.0
Romania,2015,10,14.661290322580644,0.0
Romania,2015,11,12.303666666666665,5.0
Romania,2015,12,6.669032258064516,5.0
Romania,2016,1,1.358709677419355,2.0
Romania,2016,2,10.209310344827585,10.0
Romania,2016,3,9.589999999999998,2.0
Romania,2016,4,17.897333333333332,10.0
Romania,2016,5,17.212580645161296,2.0
Romania,2016,6,24.432000000000002,6.0
Romania,2016,7,28.0,2.0
Romania,2016,8,27.165483870967744,0.0
Romania,2016,9,23.02233333333333,0.0
Romania,2016,10,14.83548387096774,3.0
Romania,2016,11,10.099666666666666,3.0
Romania,2016,12,1.794838709677419,0.0
Romania,2017,1,-3.582903225806451,0.0
Romania,2017,2,6.0528571428571425,4.0
Romania,2017,3,11.764193548387095,7.0
Romania,2017,4,14.202666666666667,3.0
Romania,2017,5,18.883870967741935,0.0
Romania,2017,6,25.130333333333336,8.0
Romania,2017,7,28.069677419354843,4.0
Romania,2017,8,29.259032258064515,9.0
Romania,2017,9,23.714999999999993,9.0
Romania,2017,10,16.237741935483868,2.0
Romania,2017,11,9.256333333333334,0.0
Romania,2017,12,4.079032258064516,0.0
Romania,2018,1,4.428064516129032,3.0
Romania,2018,2,3.6396428571428574,0.0
Romania,2018,3,8.991290322580646,2.0
Romania,2018,4,18.954000000000004,16.0
Romania,2018,5,21.177741935483866,0.0
Romania,2018,6,22.87566666666667,0.0
Romania,2018,7,23.580322580645156,0.0
Romania,2018,8,26.635806451612904,0.0
Romania,2018,9,23.291666666666664,2.0
Romania,2018,10,19.189677419354844,2.0
Romania,2018,11,10.520333333333333,6.0
Romania,2018,12,2.5570967741935484,0.0
Romania,2019,1,0.555483870967742,0.0
Romania,2019,2,5.322499999999998,2.0
Romania,2019,3,12.331612903225805,3.0
Romania,2019,4,14.926000000000004,4.0
Romania,2019,5,18.972580645161294,0.0
Romania,2019,6,24.87133333333333,2.0
Romania,2019,7,27.34645161290323,2.0
Romania,2019,8,29.79935483870967,5.0
Romania,2019,9,24.67166666666666,3.0
Romania,2019,10,21.494516129032256,18.0
Romania,2019,11,14.166000000000004,11.0
Romania,2019,12,6.375483870967742,8.0
Romania,2020,1,3.806774193548387,0.0
Romania,2020,2,6.966206896551723,4.0
Romania,2020,3,9.417741935483871,4.0
Romania,2020,4,13.683,2.0
Romania,2020,5,18.884838709677418,6.0
Romania,2020,6,21.970000000000002,0.0
Romania,2020,7,26.500967741935483,0.0
Romania,2020,8,27.63483870967742,0.0
Romania,2020,9,25.588666666666665,5.0
Romania,2020,10,17.94483870967742,4.0
Romania,2020,11,10.839,0.0
Romania,2020,12,6.906451612903226,5.0
Romania,2021,1,2.0177419354838713,2.0
Romania,2021,2,7.4157142857142855,11.0
Romania,2021,3,5.928709677419355,0.0
Romania,2021,4,11.947999999999999,2.0
Romania,2021,5,-270.1842857142857,0.0
Russia,2000,1,-8.00967741935484,0.0
Russia,2000,2,-3.1589655172413793,2.0
Russia,2000,3,-0.6770967741935481,0.0
Russia,2000,4,12.928666666666668,8.0
Russia,2000,5,14.40870967741936,4.0
Russia,2000,6,19.226333333333333,0.0
Russia,2000,7,22.647419354838703,0.0
Russia,2000,8,20.46548387096774,0.0
Russia,2000,9,14.078666666666667,0.0
Russia,2000,10,9.624516129032259,6.0
Russia,2000,11,0.04999999999999905,6.0
Russia,2000,12,-4.22483870967742,2.0
Russia,2001,1,-6.015161290322582,0.0
Russia,2001,2,-6.365,0.0
Russia,2001,3,-1.7374193548387098,0.0
Russia,2001,4,10.43866666666667,5.0
Russia,2001,5,14.740967741935481,0.0
Russia,2001,6,19.579333333333338,0.0
Russia,2001,7,25.93935483870967,9.0
Russia,2001,8,20.614193548387096,2.0
Russia,2001,9,16.477666666666668,2.0
Russia,2001,10,6.47290322580645,2.0
Russia,2001,11,-0.24799999999999975,4.0
Russia,2001,12,-11.50096774193548,0.0
Russia,2002,1,-5.34258064516129,5.0
Russia,2002,2,-0.9367857142857143,7.0
Russia,2002,3,1.7145161290322581,6.0
Russia,2002,4,10.879666666666669,0.0
Russia,2002,5,16.853870967741933,0.0
Russia,2002,6,20.66833333333333,0.0
Russia,2002,7,26.63806451612903,17.0
Russia,2002,8,23.41516129032258,9.0
Russia,2002,9,16.85833333333333,9.0
Russia,2002,10,3.978064516129034,0.0
Russia,2002,11,-1.7446666666666668,0.0
Russia,2002,12,-12.056451612903224,0.0
Russia,2003,1,-7.414838709677419,0.0
Russia,2003,2,-8.25678571428571,0.0
Russia,2003,3,-1.7970967741935486,0.0
Russia,2003,4,7.1259999999999994,0.0
Russia,2003,5,18.83709677419355,2.0
Russia,2003,6,16.119666666666667,0.0
Russia,2003,7,23.99548387096774,2.0
Russia,2003,8,20.605161290322584,4.0
Russia,2003,9,15.527000000000003,0.0
Russia,2003,10,7.103870967741935,5.0
Russia,2003,11,0.5583333333333332,0.0
Russia,2003,12,-3.829677419354839,0.0
Russia,2004,1,-7.5774193548387085,0.0
Russia,2004,2,-6.973103448275864,0.0
Russia,2004,3,0.7341935483870967,6.0
Russia,2004,4,7.829,0.0
Russia,2004,5,15.2658064516129,0.0
Russia,2004,6,18.43933333333333,0.0
Russia,2004,7,22.141290322580645,0.0
Russia,2004,8,22.520322580645168,4.0
Russia,2004,9,15.918666666666669,2.0
Russia,2004,10,8.036129032258064,0.0
Russia,2004,11,-1.7049999999999992,6.0
Russia,2004,12,-4.7054838709677425,0.0
Russia,2005,1,-4.690967741935483,6.0
Russia,2005,2,-9.267499999999998,0.0
Russia,2005,3,-4.949999999999999,0.0
Russia,2005,4,7.049333333333333,0.0
Russia,2005,5,18.031935483870967,4.0
Russia,2005,6,19.285000000000004,0.0
Russia,2005,7,22.50677419354838,0.0
Russia,2005,8,21.588064516129034,0.0
Russia,2005,9,17.013333333333332,2.0
Russia,2005,10,9.777419354838708,7.0
Russia,2005,11,1.6680000000000001,5.0
Russia,2005,12,-4.924838709677421,2.0
Russia,2006,1,-11.350967741935486,0.0
Russia,2006,2,-11.796428571428573,0.0
Russia,2006,3,-2.5625806451612894,0.0
Russia,2006,4,8.037333333333333,0.0
Russia,2006,5,16.380645161290325,0.0
Russia,2006,6,21.831,6.0
Russia,2006,7,21.221935483870965,4.0
Russia,2006,8,20.96290322580645,0.0
Russia,2006,9,17.444666666666667,2.0
Russia,2006,10,8.71838709677419,4.0
Russia,2006,11,-0.5293333333333331,0.0
Russia,2006,12,0.5648387096774193,17.0
Russia,2007,1,-2.629354838709677,13.0
Russia,2007,2,-10.320357142857144,0.0
Russia,2007,3,5.356451612903225,16.0
Russia,2007,4,8.361333333333336,0.0
Russia,2007,5,19.13967741935484,12.0
Russia,2007,6,20.469666666666672,2.0
Russia,2007,7,22.494838709677417,2.0
Russia,2007,8,24.68032258064516,14.0
Russia,2007,9,16.868000000000002,6.0
Russia,2007,10,9.328709677419356,4.0
Russia,2007,11,-1.5076666666666667,2.0
Russia,2007,12,-4.4954838709677425,2.0
Russia,2008,1,-8.142258064516126,0.0
Russia,2008,2,-2.2803448275862084,7.0
Russia,2008,3,1.5416129032258066,7.0
Russia,2008,4,13.111333333333333,4.0
Russia,2008,5,14.973548387096779,0.0
Russia,2008,6,19.002666666666666,0.0
Russia,2008,7,22.37741935483871,4.0
Russia,2008,8,21.446451612903232,6.0
Russia,2008,9,14.32566666666667,5.0
Russia,2008,10,10.459677419354835,5.0
Russia,2008,11,2.5249999999999995,7.0
Russia,2008,12,-3.397096774193548,8.0
Russia,2009,1,-6.741290322580644,0.0
Russia,2009,2,-5.468928571428571,0.0
Russia,2009,3,-0.6548387096774194,0.0
Russia,2009,4,7.694333333333333,4.0
Russia,2009,5,17.31322580645161,0.0
Russia,2009,6,20.48,3.0
Russia,2009,7,22.325806451612905,0.0
Russia,2009,8,19.842903225806452,0.0
Russia,2009,9,17.695666666666668,5.0
Russia,2009,10,7.986451612903227,0.0
Russia,2009,11,0.9956666666666668,0.0
Russia,2009,12,-5.878064516129033,6.0
Russia,2010,1,-15.646774193548389,0.0
Russia,2010,2,-8.496785714285716,0.0
Russia,2010,3,-1.476129032258065,2.0
Russia,2010,4,11.38833333333333,0.0
Russia,2010,5,19.92645161290322,5.0
Russia,2010,6,22.253666666666664,8.0
Russia,2010,7,28.88677419354838,23.0
Russia,2010,8,25.57774193548388,16.0
Russia,2010,9,15.771999999999998,0.0
Russia,2010,10,6.541290322580645,0.0
Russia,2010,11,2.3633333333333324,14.0
Russia,2010,12,-9.080645161290324,2.0
Russia,2011,1,-8.855483870967742,0.0
Russia,2011,2,-10.539285714285713,0.0
Russia,2011,3,-1.6667741935483873,0.0
Russia,2011,4,7.358666666666665,2.0
Russia,2011,5,18.181612903225815,3.0
Russia,2011,6,22.128666666666664,4.0
Russia,2011,7,26.328064516129032,8.0
Russia,2011,8,23.17290322580645,10.0
Russia,2011,9,15.706666666666665,0.0
Russia,2011,10,8.527741935483869,2.0
Russia,2011,11,-0.07199999999999997,4.0
Russia,2011,12,-2.1158064516129027,9.0
Russia,2012,1,-9.18548387096774,2.0
Russia,2012,2,-11.138965517241381,0.0
Russia,2012,3,-2.4896774193548374,0.0
Russia,2012,4,8.421999999999999,6.0
Russia,2012,5,19.021290322580644,3.0
Russia,2012,6,20.322,0.0
Russia,2012,7,23.9258064516129,2.0
Russia,2012,8,21.311935483870972,3.0
Russia,2012,9,16.413,3.0
Russia,2012,10,8.433870967741935,4.0
Russia,2012,11,1.262333333333333,3.0
Russia,2012,12,-10.41,0.0
Russia,2013,1,-10.376451612903224,0.0
Russia,2013,2,-3.673928571428571,0.0
Russia,2013,3,-5.274838709677421,0.0
Russia,2013,4,6.948000000000001,0.0
Russia,2013,5,20.067096774193548,11.0
Russia,2013,6,22.792666666666666,6.0
Russia,2013,7,21.840322580645164,3.0
Russia,2013,8,22.08129032258065,3.0
Russia,2013,9,12.565666666666665,0.0
Russia,2013,10,8.20290322580645,0.0
Russia,2013,11,3.8853333333333335,13.0
Russia,2013,12,-2.7577419354838706,2.0
Russia,2014,1,-10.29774193548387,4.0
Russia,2014,2,-3.1135714285714293,2.0
Russia,2014,3,2.6877419354838703,7.0
Russia,2014,4,9.775000000000002,5.0
Russia,2014,5,19.062903225806455,10.0
Russia,2014,6,19.235999999999997,4.0
Russia,2014,7,24.34193548387097,4.0
Russia,2014,8,23.52419354838709,12.0
Russia,2014,9,17.61233333333333,7.0
Russia,2014,10,5.614193548387096,4.0
Russia,2014,11,-1.0543333333333336,3.0
Russia,2014,12,-4.733548387096774,2.0
Russia,2015,1,-5.660967741935483,5.0
Russia,2015,2,-3.1825,0.0
Russia,2015,3,1.1393548387096775,4.0
Russia,2015,4,8.664666666666667,2.0
Russia,2015,5,17.965806451612906,7.0
Russia,2015,6,21.00133333333333,0.0
Russia,2015,7,21.718387096774197,0.0
Russia,2015,8,22.436774193548395,5.0
Russia,2015,9,18.795999999999996,8.0
Russia,2015,10,6.651612903225808,2.0
Russia,2015,11,0.5556666666666673,5.0
Russia,2015,12,-0.7483870967741936,12.0
Russia,2016,1,-9.954193548387096,4.0
Russia,2016,2,-1.247241379310345,2.0
Russia,2016,3,-0.30580645161290326,0.0
Russia,2016,4,10.645666666666667,0.0
Russia,2016,5,18.435806451612912,5.0
Russia,2016,6,21.130999999999997,7.0
Russia,2016,7,24.140000000000004,2.0
Russia,2016,8,23.17064516129032,6.0
Russia,2016,9,14.277333333333333,0.0
Russia,2016,10,6.216129032258065,3.0
Russia,2016,11,-3.588333333333334,0.0
Russia,2016,12,-5.719032258064516,0.0
Russia,2017,1,-8.524516129032257,2.0
Russia,2017,2,-4.9296428571428565,6.0
Russia,2017,3,1.1419354838709677,2.0
Russia,2017,4,7.971333333333334,2.0
Russia,2017,5,14.138709677419357,0.0
Russia,2017,6,17.882333333333335,0.0
Russia,2017,7,21.039032258064513,0.0
Russia,2017,8,22.354838709677416,7.0
Russia,2017,9,16.71666666666666,3.0
Russia,2017,10,6.370967741935484,0.0
Russia,2017,11,-0.5653333333333335,0.0
Russia,2017,12,-2.08,6.0
Russia,2018,1,-6.327419354838711,0.0
Russia,2018,2,-8.589642857142856,0.0
Russia,2018,3,-4.207419354838711,0.0
Russia,2018,4,9.264333333333333,2.0
Russia,2018,5,19.286774193548386,0.0
Russia,2018,6,20.485666666666667,2.0
Russia,2018,7,22.917741935483875,0.0
Russia,2018,8,23.611935483870965,8.0
Russia,2018,9,18.649333333333328,12.0
Russia,2018,10,9.918709677419356,8.0
Russia,2018,11,-0.3173333333333331,4.0
Russia,2018,12,-8.290645161290323,0.0
Russia,2019,1,-8.097096774193549,0.0
Russia,2019,2,-1.8942857142857144,2.0
Russia,2019,3,0.0012903225806451338,0.0
Russia,2019,4,10.998999999999999,5.0
Russia,2019,5,19.671290322580642,3.0
Russia,2019,6,22.607666666666667,7.0
Russia,2019,7,19.81709677419355,0.0
Russia,2019,8,20.409354838709678,0.0
Russia,2019,9,16.128666666666664,12.0
Russia,2019,10,10.566129032258063,8.0
Russia,2019,11,2.11,9.0
Russia,2019,12,-0.6180645161290321,10.0
Russia,2020,1,-1.1567741935483873,8.0
Russia,2020,2,-1.3541379310344825,10.0
Russia,2020,3,4.9396774193548385,20.0
Russia,2020,4,6.948666666666667,0.0
Russia,2020,5,14.27838709677419,0.0
Russia,2020,6,21.205000000000002,4.0
Russia,2020,7,21.680967741935483,0.0
Russia,2020,8,20.328387096774193,0.0
Russia,2020,9,16.915000000000003,0.0
Russia,2020,10,10.999032258064517,10.0
Russia,2020,11,1.3490000000000002,8.0
Russia,2020,12,-6.910322580645162,0.0
Russia,2021,1,-7.871935483870969,2.0
Russia,2021,2,-10.469285714285716,2.0
Russia,2021,3,-1.9296774193548385,0.0
Russia,2021,4,8.282666666666666,2.0
Russia,2021,5,-277.2642857142857,0.0
Spain,2000,1,8.65741935483871,2.0
Spain,2000,2,15.71862068965517,11.0
Spain,2000,3,17.087419354838712,4.0
Spain,2000,4,15.038,0.0
Spain,2000,5,23.356451612903225,2.0
Spain,2000,6,30.179000000000006,0.0
Spain,2000,7,32.12838709677419,0.0
Spain,2000,8,32.48032258064516,4.0
Spain,2000,9,28.646333333333338,4.0
Spain,2000,10,20.582580645161286,5.0
Spain,2000,11,12.407666666666668,0.0
Spain,2000,12,9.89,0.0
Spain,2001,1,9.45451612903226,0.0
Spain,2001,2,11.860714285714284,0.0
Spain,2001,3,15.380967741935478,0.0
Spain,2001,4,18.639333333333337,0.0
Spain,2001,5,22.280645161290323,7.0
Spain,2001,6,31.567666666666664,6.0
Spain,2001,7,32.44387096774194,0.0
Spain,2001,8,33.586451612903225,2.0
Spain,2001,9,27.517333333333337,2.0
Spain,2001,10,21.48225806451613,2.0
Spain,2001,11,12.514666666666667,0.0
Spain,2001,12,8.730967741935485,3.0
Spain,2002,1,10.424193548387095,3.0
Spain,2002,2,13.721428571428572,3.0
Spain,2002,3,16.364193548387096,6.0
Spain,2002,4,19.599666666666668,10.0
Spain,2002,5,22.046129032258058,4.0
Spain,2002,6,31.54766666666666,12.0
Spain,2002,7,33.06096774193548,0.0
Spain,2002,8,31.676774193548386,0.0
Spain,2002,9,25.788,0.0
Spain,2002,10,20.276451612903227,0.0
Spain,2002,11,13.846333333333332,2.0
Spain,2002,12,11.103870967741935,0.0
Spain,2003,1,8.566129032258065,2.0
Spain,2003,2,10.200714285714287,0.0
Spain,2003,3,16.61838709677419,2.0
Spain,2003,4,18.503333333333334,0.0
Spain,2003,5,25.00774193548387,5.0
Spain,2003,6,32.95433333333333,8.0
Spain,2003,7,34.29064516129033,5.0
Spain,2003,8,34.89032258064517,11.0
Spain,2003,9,28.589000000000002,0.0
Spain,2003,10,18.472903225806448,0.0
Spain,2003,11,13.760333333333334,0.0
Spain,2003,12,9.800967741935487,0.0
Spain,2004,1,11.083548387096773,5.0
Spain,2004,2,11.666206896551726,4.0
Spain,2004,3,12.768064516129028,0.0
Spain,2004,4,17.038666666666668,3.0
Spain,2004,5,19.60709677419355,0.0
